query_id,channel,rank,title,price,originalPrice,discount,rating,reviewsCount,bestseller,starSeller,shop,delivery,shopPolicies,purchaseProtection,return_policy_text,paymentMethods,paymentMethods_count,number_of_images,first_image_url,alt_text_available,description_text,description_word_count,description_char_count,number_of_faq_items
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,2,Gingerbread Scented Christmas Tealight Soy Candles: Holiday Favors,3.6,4.5,0.2,5 out of 5 stars,97,False,True,OSAEKStudio,Get it by Dec 18-29,yes,yes,"Returns & exchanges not accepted, but please contact me if you have problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,12,https://i.etsystatic.com/22465799/r/il/dcaa18/5644721249/il_794xN.5644721249_rl9h.jpg,True,"Add a touch of holiday magic to any celebration with our Mini Christmas Soy Candles! Each candle is hand-poured in small batches and topped with a festive Christmas-themed wax embed — perfect for party favors, stocking stuffers, teacher gifts, office treats, or spreading joy to friends and family. Hand-poured with natural soy wax, topped with a cute holiday wax embed (Gingerbread / Bow / Tree / Star Mix).",68,408,0
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,3,Valentine's Day Heart Tea Light Candles | Gift Set | Romantic Gift | Love Candles | Crystal Candles | Wedding | Birthday | Saint Valentine,11.56,13.6,0.15,5 out of 5 stars,7,False,True,HeartCaveHaven,Arrives by Dec 17-29,yes,yes,"Returns & exchanges not accepted, but please contact me if you have problems with your order.","[""Credit/Debit Card"", ""PayPal""]",2,7,https://i.etsystatic.com/17885702/r/il/7a4773/5742513413/il_794xN.5742513413_e7kv.jpg,True,"Just in time for Valentine's Day, these Heart Shaped Tea Light Candles are lovingly handcrafted. Available in four different colors, Light Pink, Dark Pink, Red & White they can be purchased by individual color or as an assortment of each. Accented with crystals and flowers each candle is a miniature world all unto its own and truly is a perfect vision brought to life.",64,370,3
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,4,"Inner Peace Begins With Four Words Candle, Funny Candles, Best Friend Gift, Funny Quotes, Adult Humor Gift",12.59,20.99,0.4002,5 out of 5 stars,26,True,True,jungalowcandleco,Order today to get by Dec 24-Jan 1,yes,yes,please contact me if you have problems with your order,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,8,https://i.etsystatic.com/52239632/r/il/a7ed38/6056372310/il_794xN.6056372310_ea11.jpg,True,"This handmade soy candle makes a great gift for a friend! Hand poured with vegan coconut soy wax and cotton wick for a clean, eco-friendly burn. Dye free, phthalate free.",30,170,3
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,5,Winter Wedding Candle Favors – 1oz Amber Jar – Personalized Soy Candles – Gifts for Guests – Bridal Shower – 10 25 50 Pack,29.25,45.0,0.35,5 out of 5 stars,46,True,True,Candlelifestyle,Arrives Dec 17-24,yes,yes,"Returns & exchanges not accepted, but please contact me if you have problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,13,https://i.etsystatic.com/53865587/r/il/41f3cc/7543873559/il_794xN.7543873559_6y17.jpg,True,"Celebrate your winter wedding with our Personalized Candle Favors ❄️. Each 1oz amber jar soy candle comes with a custom label and optional mini gift box — perfect for guest favors, receptions, and holiday weddings. Hand-poured and available in 10 / 25 / 50 bulk packs with elegant winter scents. Each candle can be personalized with your names and wedding date, making them a memorable keepsake for your guests. The rich amber glass jars complement the fall aesthetic, creating a timeless favor that your guests will cherish.",87,525,0
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,6,Customized Wedding Favor Candles | Personalized Candle Favors for Bridal Shower | Hand Drawn Whimsical Label | Disco Ball Candle Favors,36.0,,0.0,5 out of 5 stars,1,False,False,BowAndArrowCandleCo,Order today to get by Dec 24-Jan 8,yes,yes,Returns & exchanges not accepted.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/10722311/r/il/2e1a9b/6601988874/il_794xN.6601988874_4cya.jpg,True,Bow & Arrow Candle Co. soy candle mason jar wedding favors made with 100% U.S. grown soy wax and natural cotton wicks. These eco-friendly candles make for the perfect gifts for guests at any event!,35,197,2
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,7,"First Valentine's Day Candle Gift: Coconut Apricot Wax, USA Hand-Poured",15.6,,0.0,5 out of 5 stars,26,False,False,BleauLunaCandles,Order today to get by Dec 22-30,yes,yes,"Returns & exchanges not accepted, but please contact me if you have problems with your order","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,9,https://i.etsystatic.com/17426578/r/il/30f309/6554641026/il_794xN.6554641026_qrf0.jpg,True,"Set the mood this Valentine's Day with our romantic, hand-poured Valentine’s Day Candle. Crafted to create a warm, inviting atmosphere, this scented candle is the perfect gift for your significant other, a close friend, or anyone you want to share a little love with. Made from high-quality, eco-friendly wax and infused with a delightful blend of romantic fragrances, it’s designed to ignite passion and warmth in any space.",68,425,0
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,8,"First Valentine's Day Gift for Her, Valentines Day Gift for Husband, Boyfriend Valentines Day Gift, Cute Candles, Couples Valentines",9.0,15.0,0.4,5 out of 5 stars,4.5k,False,True,OffColorCandles,Dec 18-24,yes,yes,Returns accepted. Buyers are responsible for return shipping costs.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/50957275/r/il/95dc60/6675309637/il_300x300.6675309637_ta41.jpg,True,"This cute candle is the perfect First Valentine’s Day gift to celebrate your love. Whether as a boyfriend gift or something sweet for couples on Valentine’s, it’s a thoughtful way to make the day extra special.",36,210,0
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,9,"Handcrafted Holiday Soy Wax Candle, Party Favor & Holiday Decor",4.25,,0.0,5 out of 5 stars,No reviews yet,False,False,LegacyofLightllc,Order today to get by Dec 20-Feb 2,yes,yes,Returns & exchanges not accepted,"[""Credit Card"", ""Debit Card"", ""PayPal"", ""Etsy Gift Card""]",4,10,https://i.etsystatic.com/49612060/r/il/d249ab/7276546961/il_794xN.7276546961_c61v.jpg,True,"Add a touch of charm to your special event with my handcrafted candles. Each candle is made with 100% natural soy wax, infused with a refreshing scent of your choosing, and topped with dried flowers and holiday decor!",38,217,0
Find_10_Valentine_s_Day_gift_candles_on_Etsy,SEO,10,Whipped Gingerbread Candle | Soy Candle or Wax Melts | Holiday Warm Bakery Scent | Sugar & Spice,6.99,,0.0,5 out of 5 stars,2,False,False,alexastargirldesign,"Order today to get by Dec 18-30. Ships from: West Des Moines, IA",yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Credit card"", ""PayPal"", ""Etsy Gift Card"", ""Apple Pay""]",4,6,https://i.etsystatic.com/49015844/r/il/789559/7539132817/il_794xN.7539132817_rlhz.jpg,True,"Fill your home with the warm, cozy scents of gingerbread, vanilla, and cinnamon...",13,82,3
List_10_aesthetic_modern_posters_for_bedrooms_on_E,SEO,1,Sleepy Zzz Giclée Print: Modern Bedroom Wall Art,16.75,,0.0,5 out of 5 stars,2,True,True,TulastraStudio,Estimated delivery by Jan 3-9,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/49841899/r/il/8f0a72/7057060299/il_794xN.7057060299_h6p8.jpg,True,Drift off in style with this minimalist Zzz print; it's playful art for bedrooms and the perfect Christmas gift for lovers of a good lie-in.,25,140,0
List_10_aesthetic_modern_posters_for_bedrooms_on_E,SEO,2,Coquette Flower Bow Wall Prints for Teen Girls Bedroom Cute Floral Decor Above Bed Set of 3 Girly Wall Art Soft Pink Aesthetic Bow Posters,6.0,12.0,0.5,5 out of 5 stars,13,True,True,LittleFeetArts,Instant Download,yes,yes,This is a Digital Download Only. No physical product will be shipped.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift Card""]",7,8,https://i.etsystatic.com/53175791/r/il/7248e0/7009872038/il_794xN.7009872038_i6zt.jpg,True,"Soft pastel floral bow art prints set for a feminine girl's bedroom or nursery. Romantic watercolor wall decor, perfect for girls' rooms or coquette aesthetics.",25,160,3
List_10_aesthetic_modern_posters_for_bedrooms_on_E,SEO,3,"Retro What If It All Works Out Newspaper Print, Typography Poster, Trendy Wall Art, Motivational Poster, Digital Print, What If Poster Print",10.19,12.74,0.2002,4.5 out of 5 stars,45,True,False,LunaCraftedArtStudio,Ships from Georgia. Arrives Dec 17-26.,yes,yes,Returns & exchanges not accepted. But please contact me if you have problems with your order.,"[""Credit/Debit Card"", ""PayPal"", ""Apple Pay""]",3,5,https://i.etsystatic.com/60062332/r/il/b363ad/7104733130/il_794xN.7104733130_dylk.jpg,True,"This poster is inspired by motivational themes, featuring a vintage newspaper style.",12,84,5
List_10_aesthetic_modern_posters_for_bedrooms_on_E,SEO,4,"ENTIRE SHOP SALE — 30,000 Printable Wall Art Set | Gallery Wall Bundle | Maximalist Prints | Trendy Posters | Digital Download",7.7,14.0,0.45,4.5 out of 5 stars,15,True,True,GalleryWallDecorArt,Instant Download,yes,yes,"Due to the nature of digital downloads, all sales are final.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/61510143/r/il/37b87a/7171040398/il_794xN.7171040398_fjqp.jpg,True,"Unleash your creativity with our 30,000 MEGA GALLERY WALL BUNDLE, an unmatched collection of printable wall art covering every style and mood. From vintage art prints and Bauhaus-inspired designs to elegant floral pieces and iconic movie posters, this massive set has something for every space. You’ll also find frame TV art, maximalist décor, and modern trendy prints — making it effortless to refresh your walls and create your own personalized gallery. Each artwork is carefully organized and labeled, with many preserved in their original ratios to maintain authentic detail and quality. With over 30,000 high-resolution printable designs, this ultimate bundle gives you endless options to decorate, mix and match, and transform any room into a stunning, curated masterpiece. Scroll down to see the list of art in this massive collection. 💻 With instant digital download and lifetime access, you can print and reprint as many times as you like—perfect for refreshing your gallery wall whenever the mood changes. Get lifetime access to these files with new additions to the folder every month.",172,1096,0
List_10_aesthetic_modern_posters_for_bedrooms_on_E,SEO,5,"Stockholm Style Black & White Leopard Wall Art Set, Y2K Fashion Poster, Aesthetic Leopard Print Gallery Wall, Chic Aesthetic Apartment Print",7.57,15.14,0.5,5 out of 5 stars,222,True,True,PixeluxArt,Instant Download,yes,yes,No refunds can be issued for digital file downloads.,"[""Klarna"", ""Credit Card"", ""PayPal""]",3,8,https://i.etsystatic.com/39158013/r/il/2f7c9d/7281409874/il_794xN.7281409874_ddjw.jpg,True,"Transform your space into a modern fashion statement with this 6-piece black and white wall art set, blending bold typography, leopard prints, and high-fashion icons.",25,166,2
List_10_aesthetic_modern_posters_for_bedrooms_on_E,SEO,6,Japan Okinawa Travel Green Willow Tree Canvas Poster Abstract Open Your Mind Wall Art Prints for Modern Living Room Home Decor (UNFRAMED),9.09,12.99,0.3002,4 out of 5 stars,3,True,False,FJDivineArt,Order today to get by Dec 23-Jan 6,yes,yes,"If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Credit Card"", ""Debit Card"", ""PayPal""]",3,8,https://i.etsystatic.com/60497920/r/il/013353/7396557523/il_794xN.7396557523_f8av.jpg,True,"This product is suitable for wall decoration in leisure and entertainment venues such as living rooms, bedrooms, children's rooms, study rooms, offices, bars, e-sports rooms, coffee shops, etc. The product material is wear-resistant and waterproof, and the poster colors are bright and will not fade. It is very suitable for wall decoration in family living rooms, children's bedrooms, and gift giving.",61,402,0
List_10_beeswax_candles_under__30_from_Etsy,SEO,1,Organic Beeswax Candle (9oz): Scented Aromatherapy Candle,23.99,,0.0,5 out of 5 stars,747,True,False,beEsom,"Ships from Georgia, arrives by Dec 23-26",yes,yes,"Returns & exchanges not accepted, but please contact me if you have problems with your order.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/11215001/r/il/accee7/3289014651/il_794xN.3289014651_etq2.jpg,True,"This is a 9oz, 100% pure organic local beeswax candle in a jar. Beeswax candles will give any setting a warm glow and a natural light honey scent. It’s perfect for farmhouse decor. Each candle is hand poured by me in my studio. Beeswax candles bring a homey glow to any room and brighten up a space instantly.",58,309,0
List_10_beeswax_candles_under__30_from_Etsy,SEO,2,"100% Pure Beeswax Taper Candles (Lasts 10 Hours Each) - 8.5"" x 7/8"" Handmade, All Natural, Unscented Bees Wax Dipped Style by Bee The Light",11.99,,0.0,5 out of 5 stars,1700,False,True,BeeTheLightChandlers,Dec 18-23,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Credit Card"", ""Debit Card"", ""PayPal"", ""Apple Pay"", ""Google Pay"", ""Gift Card""]",6,10,https://i.etsystatic.com/19902072/r/il/276702/6147225037/il_794xN.6147225037_4iga.jpg,True,Enjoy the warm and comforting vibes of our pure beeswax candles which emit a very subtle honey scent and purify the air as they burn. Great for any occasion.,29,157,0
List_10_beeswax_candles_under__30_from_Etsy,SEO,3,OOPS Beeswax Hand Dipped Taper Candlestick - Candle Dripless Pure Beeswax from Beekeepers Hives,24.95,,0.0,5 out of 5 stars,91,True,True,KlineHoneyBeeFarm,Arrives soon! Get it by Dec 17-23,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,4,https://i.etsystatic.com/6767952/r/il/a492c7/7351513204/il_794xN.7351513204_9sz4.jpg,True,"Back by popular demand! Listing is for OOPS Joined Hanging Pairs of Hand Dipped Taper Beeswax Candles. You will receive 3 joined pairs. Total of 6 candles. Finished size: .79"" x 8-9"" tall. Fits most standard holders that are 7/8"". Weighs approx. 1.5 oz. each taper. Don’t miss out—stock up while supplies last! Long lasting- Up to 8 hours of continuous burn! Beeswax Tapers burn approximately 1"" per hour. Beeswax candles are known to be a dripless candle. Tapers must be straight in their taper holder; if they lean, they will drip.",92,533,4
List_10_beeswax_candles_under__30_from_Etsy,SEO,4,Tallow & Beeswax Candle,7.49,,0.0,5 out of 5 stars,30,True,False,GreenEdenLLC,Order today to get by Dec 23-30,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.",[],0,4,https://i.etsystatic.com/53060970/r/il/020dd9/6632029207/il_794xN.6632029207_kwa3.jpg,True,"Tallow and Beeswax Candle, 4oz tins. Fragrances are sure to sweep you away with bold but not overpowering scents. Made by GreenEdenLLC with materials including tallow, beeswax, and fragrance oil.",30,195,0
List_10_beeswax_candles_under__30_from_Etsy,SEO,5,100% Beeswax Orthodox Candles – Set of 25 – 3 Sizes Available – Handcrafted from Pure Texas Beeswax,20.0,,0.0,4.5 out of 5 stars,60 reviews,True,True,ThreeDaysOfDarkness,Arrives by Dec 18-22,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Credit Cards"", ""PayPal"", ""Etsy Gift Cards""]",3,10,https://i.etsystatic.com/48574166/r/il/51e618/6708811391/il_794xN.6708811391_r91s.jpg,True,"These candles are handcrafted from 100% pure beeswax and come in three sizes. Each set includes 25 candles and is suitable for prayer, meditation, or home use.",27,159,3
List_10_beeswax_candles_under__30_from_Etsy,SEO,6,"Beeswax Candle with Lily of the Valley Relief, 4.5"" Handmade Decorative Beeswax Candle",12.0,,0.0,5 out of 5 stars,4,True,True,GreenbrierGoldHoney,"Ships from Tennessee, Arrives by Dec 18-23",yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value within 30 days.",[],0,6,https://i.etsystatic.com/54604492/r/il/9c23a5/7263133504/il_794xN.7263133504_2s4g.jpg,True,"4.5"" lily of the valley pillar candle made from beeswax, coconut oil, and cotton wick. Handpoured in Tennessee. Beeswax naturally emits a sweet, subtle honey scent, but it can also be scented with vanilla, lavender, or milk & honey fragrance oil. Candles will be shipped in recycled paper and bubble wrap to ensure they arrive safely.",56,334,4
List_10_beeswax_candles_under__30_from_Etsy,SEO,7,"50pcs Pure Beeswax Candles, Meditation Candles - Ideal for Birthday, Meditation, Church Prayers - Drip Free, Tall & Smokeless Pack of 50 pcs",22.96,,0.0,5 out of 5 stars,7,True,False,StudioAEstore,Order today to get by Dec 18-30,yes,yes,Returns & exchanges not accepted,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,8,https://i.etsystatic.com/17691107/r/il/2fae08/7287399148/il_794xN.7287399148_sb33.jpg,True,"Pure Beeswax Slim Taper Candles — 50 Pack

Dimensions: 6.3″ × 0.20″ (approx. 160 × 5 mm)
Burn Time (approx.): ~50 minutes
Material: 100% natural beeswax, cotton wick
Origin: Made in Australia
Clean & Non-Toxic Burn
These candles burn without smoke, soot, dripping, or crackling—ideal for sensitive environments and mindful settings.
Natural Honey Scent (no added fragrance)
A subtle natural honey aroma during burning.
Slim & Elegant Design
Ideal for rituals, ceremonies, and elegant dinners.
Bulk Pack Convenience
Perfect for church services, celebrations, meditation sessions, or to keep a steady supply on hand.",93,614,0
List_10_beeswax_candles_under__30_from_Etsy,SEO,8,"One Dozen 6"" Tall Hand Rolled Pure Beeswax Honeycomb Taper Candles | Non-toxic Candles with Cotton Candle Wicks",34.0,,0.0,5 out of 5 stars,148,False,True,BearCreekCandleCo,"Ships from North Carolina, Arrives by Dec 17-26",yes,yes,Buyers are responsible for return shipping costs.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,1,https://i.etsystatic.com/10129423/r/il/1ed974/1057346412/il_794xN.1057346412_hyt0.jpg,True,"Our lovely beeswax honeycomb taper candles are the perfect way to bring a welcoming ambiance into your home! These all-natural candles have a subtle honey scent that never overwhelms or overpowers, perfect for sensitive noses and candlelit dinners. Plus, they burn cleaner, so they're safe for everyone in your home – including allergy and asthma sufferers! Each taper burns for up to 3 hours.",64,393,0
List_10_eco-friendly_reusable_shopping_bags_on_Ets,SEO,1,"5 Reusable Shopping Bags, Reusable Shopping Tote, Reusable Grocery Bag, Eco-friendly Tote, Reusable Burlap Tote, Jute Bag - Fruits n Veggies",18.0,30.0,0.4,5 out of 5 stars,22,False,True,imaginecolorus,Arrives between Dec 18-23,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,5,https://i.etsystatic.com/23707664/r/il/24d446/3857086085/il_794xN.3857086085_5h8o.jpg,True,"These eco-friendly jute tote bags are made with natural fibers, making them great for the environment. Jute is 100% biodegradable and fully sustainable.",23,152,7
List_10_eco-friendly_reusable_shopping_bags_on_Ets,SEO,2,Reusable Grocery Bags with Bottle Sleeves - Organic Cotton Canvas Grocery Shopping Bags - Extremely Sturdy & High-Quality Grocery Tote Bags,15.29,17.99,0.1501,5 out of 5 stars,148,False,False,OrganicCottonMart,Get it by Dec 17-24,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,9,https://i.etsystatic.com/17553851/r/il/d511cf/5448367040/il_794xN.5448367040_g3xm.jpg,True,"ORGANIC, REUSABLE AND WASHABLE CANVAS GROCERY BAGS: Instead of relying on disposable plastic or paper bags that are bad for the planet, invest in an affordable, and high quality Organic Cotton Reusable Grocery Bag. Unlike other flimsy bags, this is nice and sturdy, and it even has unique bottle sleeves to prevent glass bottles from accidentally banging against each other and breaking.",62,387,0
List_10_eco-friendly_reusable_shopping_bags_on_Ets,SEO,3,"Canvas Grocery Tote Bag – 12oz Cotton Reusable Market Bags, Set of 3",45.96,,0.0,4.5 out of 5 stars,18,False,False,NookTheory,Get it by Dec 18-23,yes,yes,Returns & exchanges not accepted But please contact me if you have problems with your order,[],0,10,https://i.etsystatic.com/32790935/r/il/68dbe5/7533522233/il_794xN.7533522233_b4cf.jpg,True,"100% Natural Unbleached Cotton & Imported. Made To Last - Our reusable grocery bag is crafted from 100% natural unbleached cotton canvas, featuring a robust 12oz weight and reinforced by double-stitched seams, ensuring it's not only durable but also an eco-conscious choice for everyone. Perfectly Spacious - This shopping bag measures 15"" x 15"" x 10"", providing ample space for your groceries. It features 7 compartments and 2 side pockets, offering a place for everything and making shopping more organized and efficient. Impressive Load Capacity - With an 80lb capacity, our canvas grocery bags can handle even your heaviest shopping trips with ease. Plus, we included a real bottles inner pocket to enhance functionality. Two Handle Lengths for Convenience - Enjoy carrying your reusable tote bag in the way that suits you best. Our shopping bags with handles offers two handle lengths for comfortable usage. Compact and Foldable - After use, fold the reusable bag into a compact size for easy storage in your car, kitchen, or pantry. Machine Washable - Keep your reusable bags with handles looking fresh by tossing it in the washing machine. It's easy to maintain and reuse. Contribute to Sustainability - By choosing our Earth-friendly canvas grocery bag, you're taking a proactive step towards reducing your environmental impact and saying no to single-use plastics.",219,1373,0
List_10_eco-friendly_reusable_shopping_bags_on_Ets,SEO,4,Beeswax Wrapper Set - Reusable Storage Bags - Beeswax Food Wraps - Gift under 25 - Compostable - Eco Friendly Gift - Terracotta Blooms,18.5,,0.0,5 out of 5 stars,25,True,True,hiveandhoneyfarm,Get it by Dec 24-29,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,7,https://i.etsystatic.com/22031329/r/il/5757dd/6859077504/il_794xN.6859077504_k6xb.jpg,True,"Hive & Honey beeswax wraps are handcrafted from 100% OEKO-TEX cotton fabric infused with a proprietary beeswax blend, designed for plastic-free food storage.",23,157,0
List_10_eco-friendly_reusable_shopping_bags_on_Ets,SEO,5,"Large foldable reusable shopping bag, eco friendly, portable shopping bag, printed design bags, sustainable, compact bag",15.0,,0.0,5 out of 5 stars,4,False,False,IvyRose96,Order today to get by Dec 18-Jan 8,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value. Returns accepted within 30 days.",[],0,7,https://i.etsystatic.com/41956787/r/il/34849a/6946556206/il_794xN.6946556206_artb.jpg,True,"Reusable Foldable Shopping Bag – Eco-Friendly Convenience On the Go. Ditch plastic for good with this reusable shopping bag that folds into a compact pouch for easy storage! Lightweight yet durable, it's your perfect companion for groceries, travel, farmers markets, or everyday errands. Perfect for grocery runs, travel and day trips, gifting to eco-conscious friends. Makes a great stocking stuffer or thank-you gift!",63,419,0
List_10_eco-friendly_reusable_shopping_bags_on_Ets,SEO,6,"Upcycled Feed Bag Totes Handmade Waterproof Eco Bags from Our Colorado Homestead Durable, Reusable, Farm-Fresh Style",11.0,,0.0,5 out of 5 stars,12,True,False,7SistersHomestead,Dec 18-31,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value within 30 days.",[],0,20,https://i.etsystatic.com/62309764/r/il/80b406/7342699297/il_794xN.7342699297_pmn7.jpg,True,"Our upcycled feed bag tote bags are handmade with love in a small studio right here on our homestead in Penrose, Colorado. Each tote is crafted from recycled animal feed sacks, giving tough materials a second life as durable, waterproof, hand-washable, and totally unique carryalls. Whether you're hauling groceries, hitting the farmers market, or packing for a weekend adventure, these reusable totes are built to last and designed to spark conversation. Because sustainability should be stylish — and a little bit sassy. Join the upcycling revolution and carry a piece of the homestead wherever you go. Every bag has a past — now it’s part of your journey.",108,658,0
List_10_eco-friendly_reusable_shopping_bags_on_Ets,SEO,7,"Reusable Grocery Bags, Eco Gift, Market bag, Birthday Gift, Coworker gift, Neighbor gift, Stocking Stuffers, Shopping, Christmas Day gift.",8.64,11.52,0.25,5 out of 5 stars,595,True,True,VISParadiseGoods,Arrives by Dec 17-24,yes,yes,"Buyers are responsible for return shipping costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.","[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/27792522/r/il/bd95e4/6420978933/il_794xN.6420978933_r9m1.jpg,True,"These colorful patterns are perfect for any time of the year. The switch from regular plastic bags will make a huge impact on the environment. Waterproof, made of nylon, and machine washable. Perfect for shopping, beach trips, or daily errands.",40,244,3
List_10_flower-shaped_earrings_from_Etsy,SEO,1,"Birth Flower Stud Earrings, 14k Gold Filled Floral Jewelry, Personalized Birthday Gift for Her, Dainty Minimalist Earrings, Mom Gift",19.6,28.0,0.3,4.5 out of 5 stars,822,False,True,Funufco,Arrives by Dec 22-29,yes,yes,Returns & exchanges accepted. Buyers are responsible for return shipping costs. Items must be returned in original condition.,"[""PayPal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,10,https://i.etsystatic.com/38577855/r/il/526b9b/5375468367/il_794xN.5375468367_no19.jpg,True,"Introducing our stunning Birth Flower Earrings and Birth stone collection! These lovely stud earrings are made of high-quality sterling silver metal, with 14K gold fill options available. Each pair features a delicate, detailed flower design inspired by the birth month flower associated with the recipient's birth month.",47,321,7
List_10_flower-shaped_earrings_from_Etsy,SEO,2,"Handmade Wire Resin Lily Flower Stud Earrings, Spring Theme Floral Pearlescent Earrings, Romantic Flower Earrings",38.0,,0.0,5 out of 5 stars,42,False,True,MingThingsStudio,Get it by Dec 18-26,yes,yes,Returns & exchanges accepted within 14 days. Buyers are responsible for return shipping costs.,"[""PayPal"", ""Visa"", ""MasterCard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Gift card""]",7,10,https://i.etsystatic.com/35199370/r/il/986239/6830160482/il_794xN.6830160482_64pf.jpg,True,"Embrace the elegance of nature with these stunning handmade earrings, inspired by the delicate beauty of lily flowers. Each earring captures the grace and sophistication of lilies, renowned for their classic charm and timeless appeal. Meticulously crafted, these earrings feature high-quality gold-plated posts and wire, paired with UV resin and colorant to achieve a refined, luminous finish. Perfect for adding a touch of elegance to any outfit, these earrings are ideal for special occasions or for elevating your everyday style with a hint of floral sophistication.",86,569,0
List_10_flower-shaped_earrings_from_Etsy,SEO,3,Daisy Dangle Earrings: Sterling Silver Spring Flower Earrings,25.2,36.0,0.3,5 out of 5 stars,78,True,True,vivominimalist,Arrives by Dec 19-23,yes,yes,Returns & exchanges not accepted. But please contact me if you have problems with your order.,"[""Paypal"", ""Visa"", ""Mastercard"", ""Discover"", ""Apple Pay"", ""Klarna"", ""Giftcard""]",7,5,https://i.etsystatic.com/18017285/r/il/2c76a4/6083043228/il_794xN.6083043228_blgj.jpg,True,"Sparkle with Spring's Essence: Daisy Dangle Earrings in Sterling Silver. Looking for minimalist earrings that add a touch of springtime to your look? Look no further than our Daisy Dangle Earrings for Women, crafted from delicate sterling silver. These floral earrings are the perfect embodiment of springtime elegance, making a charming statement for any occasion.",55,365,2
